2025-01-09 22:13:02,249 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 22:13:02,846 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:13:02,847 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:13:02,849 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:13:02,868 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:13:02,870 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:13:02,872 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:13:02,873 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:13:02,888 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:13:02,890 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:13:02,891 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:13:02,893 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:13:02,904 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:13:02,906 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:13:02,907 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:13:02,908 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:13:02,920 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:13:02,921 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:13:02,922 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:13:02,924 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:13:02,932 [INFO] main           :98        Converting data for tag tag_5 - High Word: 16717, Low Word: 20046
2025-01-09 22:13:02,933 [INFO] main           :100       Converted value for tag_5: 1313751373
2025-01-09 22:13:02,934 [INFO] main           :108       Converted tag_5 into signed: 1313751373
