2025-01-09 22:17:27,950 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 22:17:28,542 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:17:28,543 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:17:28,544 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:17:28,560 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:17:28,561 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:17:28,562 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:17:28,564 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:17:28,576 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:17:28,577 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:17:28,578 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:17:28,579 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:17:28,592 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:17:28,593 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:17:28,594 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:17:28,595 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:17:28,608 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:17:28,609 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:17:28,610 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:17:28,611 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:17:28,620 [INFO] main           :98        Converting data for tag tag_5 - High Word: 16717, Low Word: 20046
2025-01-09 22:17:28,622 [INFO] main           :100       Converted value for tag_5: 1313751373
2025-01-09 22:17:28,624 [INFO] main           :108       Converted tag_5 into signed: 1313751373
