2025-01-11 21:28:37,934 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 21:28:39,396 [INFO] main           :67        Modbus Device Connected
2025-01-11 21:28:39,398 [INFO] main           :78        Getting Tags Data...
2025-01-11 21:28:39,399 [INFO] main           :84        Reading tag: tag_1
2025-01-11 21:28:39,498 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 21:28:39,499 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 21:28:39,501 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 21:28:39,502 [INFO] main           :84        Reading tag: tag_2
2025-01-11 21:28:39,546 [INFO] main           :104       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-11 21:28:39,548 [INFO] main           :106       Converted value for tag_2: 1120
2025-01-11 21:28:39,550 [INFO] main           :114       Converted tag_2 into signed: 1120
2025-01-11 21:28:39,551 [INFO] main           :84        Reading tag: tag_3
2025-01-11 21:28:39,582 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 21:28:39,583 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 21:28:39,585 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 21:28:39,586 [INFO] main           :84        Reading tag: tag_4
2025-01-11 21:28:39,617 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 21:28:39,619 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 21:28:39,620 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 21:28:39,622 [INFO] main           :84        Reading tag: tag_5
2025-01-11 21:28:39,634 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 21:28:39,636 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 21:28:39,639 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 21:28:39,642 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
